id	genres	title
1203	Drama	12,Angry,Men,1957
1204	Adventure,War	Lawrence,of,Arabia,1962
1205	Action,Animation,Children's,Sci-Fi,Thriller,War	Transformers:,The,Movie,The,1986
1206	Sci-Fi	Clockwork,Orange,A,1971
1207	Drama	To,Kill,a,Mockingbird,1962
1208	Drama,War	Apocalypse,Now,1979
1209	Western	Once,Upon,a,Time,in,the,West,1969
1210	Action,Adventure,Romance,Sci-Fi,War	Star,Wars:,Episode,VI,-,Return,of,the,Jedi,1983
1211	Comedy,Drama,Romance	Wings,of,Desire,Der,Himmel,über,Berlin,1987
1212	Mystery,Thriller	Third,Man,The,1949
1213	Crime,Drama	GoodFellas,1990
1214	Action,Horror,Sci-Fi,Thriller	Alien,1979
1215	Action,Adventure,Comedy,Horror,Sci-Fi	Army,of,Darkness,1993
1216	Adventure,Romance	Big,Blue,The,Le,Grand,Bleu,1988
1217	Drama,War	Ran,1985
1218	Action,Thriller	Killer,The,Die,xue,shuang,xiong,1989
1219	Horror,Thriller	Psycho,1960
1220	Action,Comedy,Musical	Blues,Brothers,The,1980
1221	Action,Crime,Drama	Godfather:,Part,II,The,1974
1222	Action,Drama,War	Full,Metal,Jacket,1987
1223	Animation,Comedy	Grand,Day,Out,A,1992
1224	Drama,War	Henry,V,1989
1225	Drama	Amadeus,1984
1226	Comedy,Romance	Quiet,Man,The,1952
1227	Crime,Drama,Thriller	Once,Upon,a,Time,in,America,1984
1228	Drama	Raging,Bull,1980
1230	Comedy,Romance	Annie,Hall,1977
1231	Drama	Right,Stuff,The,1983
1232	Mystery,Sci-Fi	Stalker,1979
1233	Action,Drama,War	Boat,The,Das,Boot,1981
1234	Comedy,Crime	Sting,The,1973
1235	Comedy	Harold,and,Maude,1971
1236	Comedy,Drama	Trust,1990
1237	Drama	Seventh,Seal,The,Sjunde,inseglet,Det,1957
1238	Comedy	Local,Hero,1983
1240	Action,Sci-Fi,Thriller	Terminator,The,1984
1241	Comedy,Horror	Braindead,1992
1242	Action,Drama,War	Glory,1989
1243	Comedy,Drama	Rosencrantz,and,Guildenstern,Are,Dead,1990
1244	Comedy,Drama,Romance	Manhattan,1979
1245	Drama	Miller's,Crossing,1990
1246	Drama	Dead,Poets,Society,1989
1247	Drama,Romance	Graduate,The,1967
1248	Crime,Film-Noir,Thriller	Touch,of,Evil,1958
1249	Thriller	Nikita,La,Femme,Nikita,1990
1250	Drama,War	Bridge,on,the,River,Kwai,The,1957
1251	Drama	8,1/2,1963
1252	Film-Noir,Mystery,Thriller	Chinatown,1974
1253	Drama,Sci-Fi	Day,the,Earth,Stood,Still,The,1951
1254	Adventure	Treasure,of,the,Sierra,Madre,The,1948
1255	Comedy,Horror	Bad,Taste,1987
1256	Comedy,War	Duck,Soup,1933
1257	Comedy	Better,Off,Dead...,1985
1258	Horror	Shining,The,1980
1259	Adventure,Comedy,Drama	Stand,by,Me,1986
1260	Crime,Film-Noir,Thriller	M,1931
1261	Action,Adventure,Comedy,Horror	Evil,Dead,II,Dead,By,Dawn,1987
1262	Adventure,War	Great,Escape,The,1963
1263	Drama,War	Deer,Hunter,The,1978
1264	Action,Drama,Mystery,Romance,Thriller	Diva,1981
1265	Comedy,Romance	Groundhog,Day,1993
1266	Western	Unforgiven,1992
1267	Film-Noir,Thriller	Manchurian,Candidate,The,1962
1268	Drama	Pump,Up,the,Volume,1990
1269	Comedy,Mystery,Thriller	Arsenic,and,Old,Lace,1944
1270	Comedy,Sci-Fi	Back,to,the,Future,1985
1271	Drama	Fried,Green,Tomatoes,1991
1272	Drama,War	Patton,1970
1273	Comedy,Drama	Down,by,Law,1986
1274	Adventure,Animation,Sci-Fi,Thriller	Akira,1988
1275	Action,Adventure	Highlander,1986
1276	Comedy,Drama	Cool,Hand,Luke,1967
1277	Action,Drama,Romance	Cyrano,de,Bergerac,1990
1278	Comedy,Horror	Young,Frankenstein,1974
1279	Comedy,Drama	Night,on,Earth,1991
1280	Drama	Raise,the,Red,Lantern,1991
1281	Comedy	Great,Dictator,The,1940
1282	Animation,Children's,Musical	Fantasia,1940
1283	Western	High,Noon,1952
1284	Film-Noir,Mystery	Big,Sleep,The,1946
1285	Comedy	Heathers,1989
1286	Drama,Romance	Somewhere,in,Time,1980
1287	Action,Adventure,Drama	Ben-Hur,1959
1288	Comedy,Drama,Musical	This,Is,Spinal,Tap,1984
1289	Documentary,War	Koyaanisqatsi,1983
1290	Drama,Romance	Some,Kind,of,Wonderful,1987
1291	Action,Adventure	Indiana,Jones,and,the,Last,Crusade,1989
1292	Comedy	Being,There,1979
1293	Drama	Gandhi,1982
1294	Comedy,War	M*A*S*H,1970
1295	Drama	Unbearable,Lightness,of,Being,The,1988
1296	Drama,Romance	Room,with,a,View,A,1986
1297	Comedy	Real,Genius,1985
1298	Drama,Musical,War	Pink,Floyd,-,The,Wall,1982
1299	Drama,War	Killing,Fields,The,1984
1300	Drama	My,Life,as,a,Dog,Mitt,liv,som,hund,1985
1301	Sci-Fi	Forbidden,Planet,1956
1302	Drama	Field,of,Dreams,1989
1303	Adventure	Man,Who,Would,Be,King,The,1975
1304	Action,Comedy,Western	Butch,Cassidy,and,the,Sundance,Kid,1969
1305	Drama	Paris,Texas,1984
1306	Drama,Sci-Fi	Until,the,End,of,the,World,Bis,ans,Ende,der,Welt,1991
1307	Comedy,Romance	When,Harry,Met,Sally...,1989
1308	Comedy	I,Shot,a,Man,in,Vegas,1995
1309	Drama,Romance	Parallel,Sons,1995
1310	Documentary	Hype!,1996
1311	Comedy	Santa,with,Muscles,1996
1312	Drama	Female,Perversions,1996
1313	Crime	Mad,Dog,Time,1996
1314	Romance	Breathing,Room,1996
1315	Documentary	Paris,Was,a,Woman,1995
1316	Drama	Anna,1996
1317	Comedy	I'm,Not,Rappaport,1996
1318	Comedy,Drama	Blue,Juice,1995
1319	Documentary	Kids,of,Survival,1993
1320	Action,Horror,Sci-Fi,Thriller	Alien³,1992
1321	Horror	American,Werewolf,in,London,An,1981
1322	Horror	Amityville,1992:,It's,About,Time,1992
1323	Horror	Amityville,3-D,1983
1324	Horror	Amityville:,Dollhouse,1996
1325	Horror	Amityville:,A,New,Generation,1993
1326	Horror	Amityville,II:,The,Possession,1982
1327	Horror	Amityville,Horror,The,1979
1328	Horror	Amityville,Curse,The,1990
1329	Horror	Blood,For,Dracula,Andy,Warhol's,Dracula,1974
1330	Comedy,Horror	April,Fool's,Day,1986
1331	Horror	Audrey,Rose,1977
1332	Horror,Thriller	Believers,The,1987
1333	Horror	Birds,The,1963
1334	Horror,Sci-Fi	Blob,The,1958
1335	Action,Horror	Blood,Beach,1981
1336	Horror	Body,Parts,1991
1337	Horror	Body,Snatcher,The,1945
1339	Horror,Romance	Bram,Stoker's,Dracula,1992
1340	Horror	Bride,of,Frankenstein,1935
1341	Horror	Burnt,Offerings,1976
1342	Horror	Candyman,1992
1343	Thriller	Cape,Fear,1991
1344	Film-Noir,Thriller	Cape,Fear,1962
1345	Horror	Carrie,1976
1346	Horror	Cat,People,1982
1347	Horror	Nightmare,on,Elm,Street,A,1984
1348	Horror	Nosferatu,Nosferatu,eine,Symphonie,des,Grauens,1922
1349	Horror	Nosferatu,a,Venezia,1986
1350	Horror	Omen,The,1976
1351	Drama	Blood,&,Wine,1997
1352	Crime,Thriller	Albino,Alligator,1996
1353	Comedy,Romance	Mirror,Has,Two,Faces,The,1996
1354	Drama	Breaking,the,Waves,1996
1355	Horror,Thriller	Nightwatch,1997
1356	Action,Adventure,Sci-Fi	Star,Trek:,First,Contact,1996
1357	Drama,Romance	Shine,1996
1358	Drama,Thriller	Sling,Blade,1996
1359	Adventure,Children's,Comedy	Jingle,All,the,Way,1996
1360	Drama	Identification,of,a,Woman,Identificazione,di,una,donna,1982
1361	Documentary	Paradise,Lost:,The,Child,Murders,at,Robin,Hood,Hills,1996
1362	Drama	Garden,of,Finzi-Contini,The,Giardino,dei,Finzi-Contini,Il,1970
1363	Drama	Preacher's,Wife,The,1996
1364	Action	Zero,Kelvin,Kjærlighetens,kjøtere,1995
1365	Drama	Ridicule,1996
1366	Drama	Crucible,The,1996
1367	Children's,Comedy	101,Dalmatians,1996
1368	Drama	Forbidden,Christ,The,Cristo,proibito,Il,1950
1369	Drama,Thriller	I,Can't,Sleep,J'ai,pas,sommeil,1994
1370	Action,Thriller	Die,Hard,2,1990
1371	Action,Adventure,Sci-Fi	Star,Trek:,The,Motion,Picture,1979
1372	Action,Adventure,Sci-Fi	Star,Trek,VI:,The,Undiscovered,Country,1991
1373	Action,Adventure,Sci-Fi	Star,Trek,V:,The,Final,Frontier,1989
1374	Action,Adventure,Sci-Fi	Star,Trek:,The,Wrath,of,Khan,1982
1375	Action,Adventure,Sci-Fi	Star,Trek,III:,The,Search,for,Spock,1984
1376	Action,Adventure,Sci-Fi	Star,Trek,IV:,The,Voyage,Home,1986
1377	Action,Adventure,Comedy,Crime	Batman,Returns,1992
1378	Action,Comedy,Western	Young,Guns,1988
1379	Action,Comedy,Western	Young,Guns,II,1990
1380	Comedy,Musical,Romance	Grease,1978
1381	Comedy,Musical,Romance	Grease,2,1982
1382	Action,Drama	Marked,for,Death,1990
1383	Action,Sci-Fi	Adrenalin:,Fear,the,Rush,1996
1384	Drama	Substance,of,Fire,The,1996
1385	Action	Under,Siege,1992
1386	Western	Terror,in,a,Texas,Town,1958
1387	Action,Horror	Jaws,1975
1388	Action,Horror	Jaws,2,1978
1389	Action,Horror	Jaws,3-D,1983
1390	Comedy	My,Fellow,Americans,1996
1391	Action,Comedy,Sci-Fi,War	Mars,Attacks!,1996
1392	Comedy,Drama	Citizen,Ruth,1996
1393	Drama,Romance	Jerry,Maguire,1996
1394	Comedy	Raising,Arizona,1987
1395	Comedy,Drama	Tin,Men,1987
1396	Crime,Drama,Sci-Fi	Sneakers,1992
1397	Drama	Bastard,Out,of,Carolina,1996
1398	Romance,War	In,Love,and,War,1996
1399	Drama	Marvin's,Room,1996
1400	Drama	Somebody,is,Waiting,1996
1401	Drama	Ghosts,of,Mississippi,1996
1404	Crime,Drama	Night,Falls,on,Manhattan,1997
1405	Animation,Comedy	Beavis,and,Butt-head,Do,America,1996
1406	Drama	Cérémonie,La,1995
1407	Horror,Thriller	Scream,1996
1408	Action,Romance,War	Last,of,the,Mohicans,The,1992
1409	Comedy,Romance	Michael,1996
1410	Comedy,Drama	Evening,Star,The,1996
1411	Drama	Hamlet,1996
1412	Drama	Some,Mother's,Son,1996
1413	Drama	Whole,Wide,World,The,1996
1414	Comedy	Mother,1996
1415	Crime,Drama,Romance	Thieves,Voleurs,Les,1996
1416	Drama,Musical	Evita,1996
1417	Drama	Portrait,of,a,Lady,The,1996
1419	Drama	Walkabout,1971
1420	Documentary	Message,to,Love:,The,Isle,of,Wight,Festival,1996
1421	Documentary	Grateful,Dead,1995
1422	Mystery,Thriller	Murder,at,1600,1997
1423	Drama	Hearts,and,Minds,1996
1424	Action	Inside,1996
1425	Comedy	Fierce,Creatures,1997
1426	Children's	Zeus,and,Roxanne,1997
1427	Thriller	Turbulence,1997
1428	Drama	Angel,Baby,1995
1429	Action	Jackie,Chan's,First,Strike,1996
1430	Thriller	Underworld,1997
1431	Action,Comedy	Beverly,Hills,Ninja,1997
1432	Action	Metro,1997
1433	Comedy,Horror	Machine,The,1994
1434	Action	Stranger,The,1994
1436	Comedy	Falling,in,Love,Again,1980
1437	Drama	Cement,Garden,The,1993
1438	Action,Thriller	Dante's,Peak,1997
1439	Comedy	Meet,Wally,Sparks,1997
1440	Comedy	Amos,&,Andrew,1993
1441	Comedy,Romance	Benny,&,Joon,1993
1442	Drama	Prefontaine,1997
1443	Documentary	Tickle,in,the,Heart,A,1996
1444	Comedy	Guantanamera,1994
1445	Comedy,War	McHale's,Navy,1997
1446	Comedy	Kolya,1996
1447	Crime	Gridlock'd,1997
1448	Documentary	Fire,on,the,Mountain,1996
1449	Comedy	Waiting,for,Guffman,1996
1450	War	Prisoner,of,the,Mountains,Kavkazsky,Plennik,1996
1453	Comedy,Romance	Beautician,and,the,Beast,The,1997
1454	Comedy	SubUrbia,1997
1455	Comedy,Romance	Hotel,de,Love,1996
1456	Comedy	Pest,The,1997
1457	Comedy,Romance	Fools,Rush,In,1997
1458	Romance	Touch,1997
1459	Mystery,Thriller	Absolute,Power,1997
1460	Children's,Comedy,Mystery	That,Darn,Cat!,1997
1461	Comedy	Vegas,Vacation,1997
1462	Documentary	Unforgotten:,Twenty-Five,Years,After,Willowbrook,1996
1463	Comedy,Romance	That,Old,Feeling,1997
1464	Mystery	Lost,Highway,1997
1465	Drama	Rosewood,1997
1466	Crime,Drama	Donnie,Brasco,1997
1467	Comedy,Drama	Salut,cousin!,1996
1468	Comedy,Romance	Booty,Call,1997
1470	Documentary	Rhyme,&,Reason,1997
1471	Drama	Boys,Life,2,1997
1472	Crime,Thriller	City,of,Industry,1997
1473	Action,Comedy,Crime,Drama	Best,Men,1997
1474	Children's,Comedy	Jungle2Jungle,a.k.a.,Jungle,2,Jungle,1997
1475	Romance	Kama,Sutra:,A,Tale,of,Love,1996
1476	Comedy,Drama	Private,Parts,1997
1477	Romance	Love,Jones,1997
1479	Action,Romance,Thriller	Saint,The,1997
1480	Action,Drama,Thriller	Smilla's,Sense,of,Snow,1997
1482	Comedy,Drama	Van,The,1996
1483	Drama,Thriller	Crash,1996
1484	Mystery	Daytrippers,The,1996
1485	Comedy	Liar,Liar,1997
1486	Drama	Quiet,Room,The,1996
1487	Drama,Musical	Selena,1997
1488	Action,Drama,Thriller,War	Devil's,Own,The,1997
1489	Animation,Children's,Musical	Cats,Don't,Dance,1997
1490	Comedy	B*A*P*S,1997
1493	Romance	Love,and,Other,Catastrophes,1996
1494	Comedy	Sixth,Man,The,1997
1495	Action,Adventure,Children's	Turbo:,A,Power,Rangers,Movie,1997
1496	Drama,Romance	Anna,Karenina,1997
1497	Action	Double,Team,1997
1498	Drama,Romance	Inventing,the,Abbotts,1997
1499	Action,Adventure,Thriller	Anaconda,1997
1500	Comedy,Crime	Grosse,Pointe,Blank,1997
1501	Crime	Keys,to,Tulsa,1997
1502	Romance	Kissed,1996
1503	Comedy	8,Heads,in,a,Duffel,Bag,1997
1504	Drama	Hollow,Reed,1996
1507	Drama,War	Paradise,Road,1997
1508	Drama	Traveller,1997
1509	Drama	All,Over,Me,1997
1510	Drama	Brother's,Kiss,A,1997
1511	Comedy	A,Chef,in,Love,1996
1513	Comedy	Romy,and,Michele's,High,School,Reunion,1997
1514	Romance	Temptress,Moon,Feng,Yue,1996
1515	Drama,Thriller	Volcano,1997
1516	Comedy	Children,of,the,Revolution,1996
1517	Comedy	Austin,Powers:,International,Man,of,Mystery,1997
1518	Action,Thriller	Breakdown,1997
1519	Drama	Broken,English,1996
1520	Romance	Commandments,1997
1522	Drama	Ripe,1996
1523	Action,Crime,Romance	Truth,or,Consequences,N.M.,1997
1524	Drama	Turning,The,1992
1525	Action,Adventure,Children's,Fantasy	Warriors,of,Virtue,1997
1526	Comedy	Fathers',Day,1997
1527	Action,Sci-Fi	Fifth,Element,The,1997
1528	Comedy	Intimate,Relations,1996
1529	Drama	Nowhere,1997
1531	Drama	Losing,Chase,1996
1532	Comedy	Sprung,1997
1533	Drama	Promise,The,La,Promesse,1996
1534	Drama	Bonheur,Le,1965
1535	Drama,Romance	Love!,Valour!,Compassion!,1997
1537	Comedy	Shall,We,Dance?,Shall,We,Dansu?,1996
1538	Adventure,Children's	Second,Jungle,Book:,Mowgli,&,Baloo,The,1997
1539	Comedy,Crime	Twin,Town,1997
1541	Comedy,Romance	Addicted,to,Love,1997
1542	Comedy,Drama,Romance	Brassed,Off,1996
1543	Drama	Designated,Mourner,The,1997
1544	Action,Adventure,Sci-Fi,Thriller	Lost,World:,Jurassic,Park,The,1997
1545	Drama	Ponette,1996
1546	Comedy	Schizopolis,1996
1547	Children's,Drama	Shiloh,1997
1548	Drama	War,at,Home,The,1996
1549	Drama,Romance	Rough,Magic,1995
1550	Comedy,Romance	Trial,and,Error,1997
1551	Adventure,Children's,Drama	Buddy,1997
1552	Action,Adventure,Thriller	Con,Air,1997
1553	Comedy	Late,Bloomers,1996
1554	Drama,Romance	Pillow,Book,The,1995
1555	Drama	To,Have,or,Not,1995
1556	Action,Romance,Thriller	Speed,2:,Cruise,Control,1997
1557	Drama	Squeeze,1996
1558	Comedy	Sudden,Manhattan,1996
1559	Drama	Next,Step,The,1995
1561	Comedy	Wedding,Bell,Blues,1996
1562	Action,Adventure,Crime	Batman,&,Robin,1997
1563	Drama	Dream,With,the,Fishes,1997
1564	Comedy,Romance	Roseanna's,Grave,For,Roseanna,1997
1565	Comedy,Thriller	Head,Above,Water,1996
1566	Adventure,Animation,Children's,Comedy,Musical	Hercules,1997
1567	Drama	Last,Time,I,Committed,Suicide,The,1997
1568	Crime,Drama,Mystery	MURDER,and,murder,1996
1569	Comedy,Romance	My,Best,Friend's,Wedding,1997
1570	Sci-Fi	Tetsuo,II:,Body,Hammer,1992
1571	Comedy,Romance	When,the,Cats,Away,Chacun,cherche,son,chat,1996
1572	Drama	Contempt,Le,Mépris,1963
1573	Action,Sci-Fi,Thriller	Face/Off,1997
1574	Romance	Fall,1997
1575	Drama	Gabbeh,1996
1577	Drama	Mondo,1996
1578	Crime	Innocent,Sleep,The,1995
1579	Drama	For,Ever,Mozart,1996
1580	Action,Adventure,Comedy,Sci-Fi	Men,in,Black,1997
1581	Comedy	Out,to,Sea,1997
1582	Adventure,Children's	Wild,America,1997
1583	Children's,Fantasy	Simple,Wish,A,1997
1584	Drama,Sci-Fi	Contact,1997
1585	Comedy	Love,Serenade,1996
1586	Action,Drama,War	G.I.,Jane,1997
1587	Action,Adventure	Conan,the,Barbarian,1982
1588	Children's,Comedy	George,of,the,Jungle,1997
1589	Crime,Drama,Mystery	Cop,Land,1997
1590	Action,Mystery,Sci-Fi,Thriller	Event,Horizon,1997
1591	Action,Adventure,Sci-Fi,Thriller	Spawn,1997
1592	Children's,Comedy	Air,Bud,1997
1593	Comedy,Romance	Picture,Perfect,1997
1594	Drama	In,the,Company,of,Men,1997
1595	Adventure,Children's,Drama	Free,Willy,3:,The,Rescue,1997
1596	Drama	Career,Girls,1997
1597	Action,Mystery,Romance,Thriller	Conspiracy,Theory,1997
1598	Crime,Drama,Thriller	Desperate,Measures,1998
1599	Action	Steel,1997
1600	Drama,Romance	She's,So,Lovely,1997
1601	Crime,Drama,Film-Noir	Hoodlum,1997
1602	Comedy	Leave,It,to,Beaver,1997
1603	Sci-Fi,Thriller	Mimic,1997
1604	Action,Comedy	Money,Talks,1997
1605	Adventure,Romance	Excess,Baggage,1997
1606	Action,Adventure	Kull,the,Conqueror,1997
1608	Action,Thriller	Air,Force,One,1997
1609	Drama	187,1997
1610	Action,Thriller	Hunt,for,Red,October,The,1990
1611	Drama	My,Own,Private,Idaho,1991
1612	Comedy	Kiss,Me,Guido,1997
1613	Drama	Star,Maps,1997
1614	Comedy	In,&,Out,1997
1615	Adventure,Thriller	Edge,The,1997
1616	Action,Thriller,War	Peacemaker,The,1997
1617	Crime,Film-Noir,Mystery,Thriller	L.A.,Confidential,1997
1619	Drama,War	Seven,Years,in,Tibet,1997
1620	Crime,Drama,Thriller	Kiss,the,Girls,1997
1621	Drama	Soul,Food,1997
1622	Comedy,Drama	Kicked,in,the,Head,1997
1623	Horror	Wishmaster,1997
1624	Drama	Thousand,Acres,A,1997
1625	Mystery,Thriller	Game,The,1997
1626	Action,Drama,Thriller	Fire,Down,Below,1997
1627	Action,Crime,Mystery	U,Turn,1997
1628	Drama	Locusts,The,1997
1629	Comedy,Romance	MatchMaker,The,1997
1630	Comedy,Drama	Lay,of,the,Land,The,1997
1631	Thriller	Assignment,The,1997
1632	Comedy,Romance	Smile,Like,Yours,A,1997
1633	Drama	Ulee's,Gold,1997
1635	Drama	Ice,Storm,The,1997
1636	Action,Thriller	Stag,1997
1639	Drama,Romance	Chasing,Amy,1997
1640	Comedy	How,to,Be,a,Player,1997
1641	Comedy	Full,Monty,The,1997
1642	Comedy,Drama	Indian,Summer,a.k.a.,Alive,&,Kicking,1996
1643	Drama,Romance	Mrs.,Brown,Her,Majesty,Mrs.,Brown,1997
1644	Horror,Mystery,Thriller	I,Know,What,You,Did,Last,Summer,1997
1645	Crime,Horror,Mystery,Thriller	Devil's,Advocate,The,1997
1646	Comedy	Rocket,Man,1997
1647	Crime,Thriller	Playing,God,1997
1648	Comedy,Drama,Thriller	House,of,Yes,The,1997
1649	Documentary	Fast,Cheap,&,Out,of,Control,1997
1650	Drama	Washington,Square,1997
1651	Drama	Telling,Lies,in,America,1997
1652	Documentary	Year,of,the,Horse,1997
1653	Drama,Sci-Fi,Thriller	Gattaca,1997
1654	Children's,Drama,Fantasy	FairyTale:,A,True,Story,1997
1655	Horror	Phantoms,1998
1656	Romance	Swept,from,the,Sea,1997
1657	Documentary	Wonderland,1997
1658	Romance,Thriller	Life,Less,Ordinary,A,1997
1659	Drama	Hurricane,Streets,1998
1660	Drama	Eve's,Bayou,1997
1661	Thriller	Switchback,1997
1662	Crime	Gang,Related,1997
1663	Comedy	Stripes,1981
1664	Drama	Nénette,et,Boni,1996
1665	Comedy	Bean,1997
1666	Romance	Hugo,Pool,1997
1667	Action,Drama	Mad,City,1997
1668	Drama	One,Night,Stand,1997
1669	Romance	Tango,Lesson,The,1997
1670	Drama,War	Welcome,To,Sarajevo,1997
1671	Crime	Deceiver,1997
1672	Drama	Rainmaker,The,1997
1673	Drama	Boogie,Nights,1997
1674	Drama,Romance,Thriller	Witness,1985
1675	Crime,Thriller	Incognito,1997
1676	Action,Adventure,Sci-Fi,War	Starship,Troopers,1997
1677	Comedy	Critical,Care,1997
1678	Drama	Joy,Luck,Club,The,1993
1679	Comedy	Chairman,of,the,Board,1998
1680	Drama,Romance	Sliding,Doors,1998
1681	Action,Adventure	Mortal,Kombat:,Annihilation,1997
1682	Drama	Truman,Show,The,1998
1683	Drama,Romance,Thriller	Wings,of,the,Dove,The,1997
1684	Romance	Mrs.,Dalloway,1997
1685	Romance	I,Love,You,I,Love,You,Not,1996
1686	Crime,Thriller	Red,Corner,1997
1687	Action,Thriller	Jackal,The,1997
1688	Animation,Children's,Musical	Anastasia,1997
1689	Comedy,Mystery	Man,Who,Knew,Too,Little,The,1997
1690	Action,Horror,Sci-Fi	Alien:,Resurrection,1997
1692	Horror,Sci-Fi	Alien,Escape,1995
1693	Drama	Amistad,1997
1694	Drama	Apostle,The,1997
1695	Drama	Artemisia,1997
1696	Drama,War	Bent,1997
1697	Crime	Big,Bang,Theory,The,1994
1698	Comedy	Boys,Les,1997
1699	Drama	Butcher,Boy,The,1998
1701	Comedy,Drama	Deconstructing,Harry,1997
1702	Children's,Comedy,Fantasy	Flubber,1997
1703	Comedy	For,Richer,or,Poorer,1997
1704	Drama	Good,Will,Hunting,1997
1705	Drama	Guy,1996
1706	Drama	Harlem,River,Drive,1996
1707	Children's,Comedy	Home,Alone,3,1997
1708	Drama	Ill,Gotten,Gains,1997
1709	Thriller	Legal,Deceit,1997
1710	Drama	Man,of,Her,Dreams,1996
1711	Comedy,Crime,Drama,Mystery	Midnight,in,the,Garden,of,Good,and,Evil,1997
1713	Children's,Comedy	Mouse,Hunt,1997
1714	Romance	Never,Met,Picasso,1996
1715	Thriller	Office,Killer,1997
1716	Drama	Other,Voices,Other,Rooms,1997
1717	Horror,Thriller	Scream,2,1997
1718	Thriller	Stranger,in,the,House,1997
1719	Drama	Sweet,Hereafter,The,1997
1720	Action,Adventure,Sci-Fi	Time,Tracers,1995
1721	Drama,Romance	Titanic,1997
1722	Action,Romance,Thriller	Tomorrow,Never,Dies,1997
1723	Comedy,Drama	Twisted,1996
1724	Drama	Full,Speed,1996
1725	Drama	Education,of,Little,Tree,The,1997
1726	Drama	Postman,The,1997
1727	Drama	Horse,Whisperer,The,1998
1728	Drama	Winter,Guest,The,1997
1729	Crime,Drama	Jackie,Brown,1997
1730	Drama	Kundun,1997
1731	Comedy	Mr.,Magoo,1997
1732	Comedy,Crime,Mystery,Thriller	Big,Lebowski,The,1998
1733	Drama,Romance	Afterglow,1997
1734	Comedy,Drama	My,Life,in,Pink,Ma,vie,en,rose,1997
1735	Drama,Romance	Great,Expectations,1998
1738	Comedy	Vermin,1998
1739	Action,Children's	3,Ninjas:,High,Noon,On,Mega,Mountain,1998
1740	Action,Drama	Men,of,Means,1998
1741	Drama	Midaq,Alley,Callejón,de,los,milagros,El,1995
1742	Crime	Caught,Up,1998
1743	Documentary	Arguing,the,World,1996
1744	Action,Adventure,Thriller	Firestorm,1998
1746	Comedy	Senseless,1998
1747	Comedy,Drama	Wag,the,Dog,1997
1748	Film-Noir,Sci-Fi,Thriller	Dark,City,1998
1749	Romance	Leading,Man,The,1996
1750	Adventure,Children's,Fantasy,Sci-Fi	Star,Kid,1997
1752	Action,Thriller	Hard,Rain,1998
1753	Comedy	Half,Baked,1998
1754	Action,Mystery,Thriller	Fallen,1998
1755	Romance	Shooting,Fish,1997
1756	Horror	Prophecy,II,The,1998
1757	Drama	Duoluo,tianshi,1995
1758	Drama	Dangerous,Beauty,1998
1759	Drama	Four,Days,in,September,1997
1760	Comedy,Musical	Spice,World,1997
1762	Action,Horror,Sci-Fi	Deep,Rising,1998
1764	Comedy,Thriller	Tainted,1998
1765	Crime,Drama	Letter,From,Death,Row,A,1998
1767	Drama,Romance	Music,From,Another,Room,1998
1768	Drama	Mat',i,syn,1997
1769	Action,Thriller	Replacement,Killers,The,1998
1770	Romance,Thriller	B.,Monkey,1998
1771	Horror	Night,Flier,1997
1772	Action,Comedy,Musical	Blues,Brothers,2000,1998
1773	Action,Drama	Tokyo,Fist,1995
1774	Comedy,Drama	Mass,Transit,1998
1776	Drama	Ride,1998
1777	Comedy,Romance	Wedding,Singer,The,1998
1779	Adventure,Sci-Fi,Thriller	Sphere,1998
1780	Documentary	Ayn,Rand:,A,Sense,of,Life,1997
1781	Drama	Further,Gesture,A,1996
1782	Comedy,Romance	Little,City,1998
1783	Film-Noir,Mystery,Thriller	Palmetto,1998
1784	Comedy,Drama	As,Good,As,It,Gets,1997
1785	Action,Crime	King,of,New,York,1990
1787	Documentary	Paralyzing,Fear:,The,Story,of,Polio,in,America,A,1998
1788	Action,Drama	Men,With,Guns,1997
1789	Drama	Sadness,of,Sex,The,1995
1791	Crime,Drama	Twilight,1998
1792	Action,Thriller	U.S.,Marshalls,1998
1793	Comedy	Welcome,to,Woop-Woop,1997
1794	Comedy,Drama	Love,and,Death,on,Long,Island,1997
1795	Drama	Callejón,de,los,milagros,El,1995
1796	Action,Drama	In,God's,Hands,1998
1797	Documentary	Everest,1998
1798	Thriller	Hush,1998
1799	Crime,Drama	Suicide,Kings,1997
1801	Action,Drama,Romance	Man,in,the,Iron,Mask,The,1998
1804	Crime,Drama	Newton,Boys,The,1998
1805	Crime,Drama,Mystery,Thriller	Wild,Things,1998
1806	Adventure,Children's,Comedy	Paulie,1998
1807	Drama	Cool,Dry,Place,A,1998
1809	Comedy,Crime,Drama	Hana-bi,1997
1810	Drama	Primary,Colors,1998
1811	Drama	Niagara,Niagara,1997
1812	Children's,Comedy,Drama	Wide,Awake,1998
1814	Drama	Price,Above,Rubies,A,1998
1815	Drama	Eden,1997
1816	Comedy,Drama	Two,Girls,and,a,Guy,1997
1817	Comedy,Drama,Romance	No,Looking,Back,1998
1819	Drama	Storefront,Hitchcock,1997
1820	Drama	Proposition,The,1998
1821	Comedy,Romance	Object,of,My,Affection,The,1998
1822	Children's,Comedy	Meet,the,Deedles,1998
1824	Comedy,Thriller	Homegrown,1998
1825	Action,Drama	Player's,Club,The,1998
1826	Adventure,Children's	Barney's,Great,Adventure,1998
1827	Comedy,Documentary	Big,One,The,1997
